Entity,Code,Year,"6.1.1 - Proportion of population using safely managed drinking water services, by urban/rural (%) - SH_H2O_SAFE - All areas"
Uzbekistan,UZB,2009,65.63
Uzbekistan,UZB,2010,66.91
Uzbekistan,UZB,2011,68.07
Uzbekistan,UZB,2012,69.12
Uzbekistan,UZB,2013,70.18
Uzbekistan,UZB,2014,71.25
Uzbekistan,UZB,2015,72.34
Uzbekistan,UZB,2016,73.43
Uzbekistan,UZB,2017,74.54
Uzbekistan,UZB,2018,75.66
Uzbekistan,UZB,2019,76.77
Uzbekistan,UZB,2020,77.79
Uzbekistan,UZB,2021,78.81
Uzbekistan,UZB,2022,79.85
Vietnam,VNM,2000,45.64
Vietnam,VNM,2001,46.2
Vietnam,VNM,2002,46.77
Vietnam,VNM,2003,47.33
Vietnam,VNM,2004,47.9
Vietnam,VNM,2005,48.46
Vietnam,VNM,2006,49.02
Vietnam,VNM,2007,49.58
Vietnam,VNM,2008,50.14
Vietnam,VNM,2009,50.7
Vietnam,VNM,2010,51.26
Vietnam,VNM,2011,51.81
Vietnam,VNM,2012,52.37
Vietnam,VNM,2013,52.93
Vietnam,VNM,2014,53.48
Vietnam,VNM,2015,54.03
Vietnam,VNM,2016,54.58
Vietnam,VNM,2017,55.12
Vietnam,VNM,2018,55.66
Vietnam,VNM,2019,56.2
Vietnam,VNM,2020,56.73
Vietnam,VNM,2021,57.26
Vietnam,VNM,2022,57.78
Wallis and Futuna,WLF,2000,69.15
Wallis and Futuna,WLF,2001,69.15
Wallis and Futuna,WLF,2002,69.13
Wallis and Futuna,WLF,2003,69.12
Wallis and Futuna,WLF,2004,69.11
Wallis and Futuna,WLF,2005,69.09
Wallis and Futuna,WLF,2006,69.08
Wallis and Futuna,WLF,2007,69.07
Wallis and Futuna,WLF,2008,69.05
Wallis and Futuna,WLF,2009,69.04
Wallis and Futuna,WLF,2010,69.03
Wallis and Futuna,WLF,2011,69.01
Wallis and Futuna,WLF,2012,69
Wallis and Futuna,WLF,2013,68.99
Wallis and Futuna,WLF,2014,68.97
Wallis and Futuna,WLF,2015,68.96
Wallis and Futuna,WLF,2016,68.95
Wallis and Futuna,WLF,2017,68.93
Wallis and Futuna,WLF,2018,68.92
Wallis and Futuna,WLF,2019,68.91
Wallis and Futuna,WLF,2020,68.89
Wallis and Futuna,WLF,2021,68.88
Wallis and Futuna,WLF,2022,68.88
World,OWID_WRL,2000,60.82
World,OWID_WRL,2001,61.13
World,OWID_WRL,2002,61.8
World,OWID_WRL,2003,62.36
World,OWID_WRL,2004,62.97
World,OWID_WRL,2005,63.66
World,OWID_WRL,2006,63.95
World,OWID_WRL,2007,64.63
World,OWID_WRL,2008,64.88
World,OWID_WRL,2009,65.4
World,OWID_WRL,2010,65.9
World,OWID_WRL,2011,66.43
World,OWID_WRL,2012,67.05
World,OWID_WRL,2013,67.72
World,OWID_WRL,2014,68.38
World,OWID_WRL,2015,69.06
World,OWID_WRL,2016,69.72
World,OWID_WRL,2017,70.38
World,OWID_WRL,2018,71.02
World,OWID_WRL,2019,71.66
World,OWID_WRL,2020,72.25
World,OWID_WRL,2021,72.49
World,OWID_WRL,2022,72.93
Zimbabwe,ZWE,2000,29.19
Zimbabwe,ZWE,2001,29.34
Zimbabwe,ZWE,2002,29.48
Zimbabwe,ZWE,2003,29.45
Zimbabwe,ZWE,2004,29.39
Zimbabwe,ZWE,2005,29.19
Zimbabwe,ZWE,2006,29
Zimbabwe,ZWE,2007,28.8
Zimbabwe,ZWE,2008,28.61
Zimbabwe,ZWE,2009,28.41
Zimbabwe,ZWE,2010,28.21
Zimbabwe,ZWE,2011,28.01
Zimbabwe,ZWE,2012,27.82
Zimbabwe,ZWE,2013,27.62
Zimbabwe,ZWE,2014,27.43
Zimbabwe,ZWE,2015,27.26
Zimbabwe,ZWE,2016,27.09
Zimbabwe,ZWE,2017,26.94
Zimbabwe,ZWE,2018,26.81
Zimbabwe,ZWE,2019,26.68
Zimbabwe,ZWE,2020,26.57
Zimbabwe,ZWE,2021,26.48
Zimbabwe,ZWE,2022,26.52
